Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
TCF21 26020271 ChIP-Seq HCASMC Human CoronaryArtery,12/1129,0.456434795,0.69150698,0,0,1.067620336,0.837344693,HSD11B1;RAET1E;NARF;TRIP4;GLRX;TEX2;FOXO3;GBP2;HIF1A;SDCBP2;SYTL2;S100A10
POU2F1 27270436 ChIP-Seq VCaP Human Prostate Carcinoma,10/933,0.457194697,0.69150698,0,0,1.076409876,0.842447825,MAF;ID2;SPATA13;EHBP1L1;PMVK;PLAAT3;ARPC5;SDCBP2;OAZ2;SNTB2
CREB1 26743006 Chip-Seq LNCaP-abl Human,17/1626,0.460962849,0.695756816,0,0,1.050263715,0.813363948,UNC119B;KDM4A;L3MBTL3;UBE2H;NBEAL2;RHOC;DNAJC15;SDCBP2;ICAM1;DUSP7;PNRC2;RNF138;ID2;SESN1;UNC119;ATF6;S100A11
CRX 20693478 ChIP-Seq ADULT RETINA Mouse,6/544,0.462172963,0.696112837,0,0,1.107308474,0.854638485,TPST2;ANXA6;ANO10;MXD1;CCR2;DUSP7
YY1 22570637 ChIP-Seq MALME-3M Human,9/839,0.463116392,0.696112837,0,0,1.076957043,0.829016622,GNA15;MAF;EHBP1L1;PMVK;IL2RB;NUCB1;SLC2A3;SLA2;MFSD10
KLF4 18358816 ChIP-ChIP MESCs Mouse,13/1238,0.46895916,0.702372925,0,0,1.054130743,0.798229534,ANXA2;GMFG;ITPK1;TRIP4;SLC2A3;ICAM1;ACTG1;CLN3;NPC2;ID2;PMVK;NCK2;BAK1
SALL4 28974232 ChIP-Seq Mouse BoneMarrow Leukemia,4/352,0.469216072,0.702372925,0,0,1.140745954,0.863193232,DGAT1;ID2;PXMP4;CIR1
SMAD3 22036565 ChIP-Seq ESCs Mouse,9/844,0.470212556,0.702416287,0,0,1.07022604,0.807560934,UBE2H;GALNT2;HPCAL1;NUCB1;GSTT2;EIF4E2;SORL1;MYO1F;SNTB2
ESR1 17901129 ChIP-ChIP LIVER Mouse,4/354,0.473574063,0.705985153,0,0,1.134110787,0.847687664,CITED2;ATF6;LITAF;CENPA
GATA1 26923725 Chip-Seq HPCs Mouse,2/160,0.476811797,0.709355256,0,0,1.255721775,0.930029514,PRPF18;MYO1F
RING1B 27294783 Chip-Seq ESCs Mouse,17/1651,0.486872204,0.722840941,0,0,1.032773508,0.743342455,L3MBTL3;IFNGR1;INPP1;HPCAL1;GSTT2;DTX1;PRDM1;FOXO3;RCBTB2;ACTG1;PODNL1;MAF;ID2;CD7;PLEKHO2;ATF6;CDK5RAP3
TAL1 30185409 ChIP-Seq K562 Mouse BoneMarrow Leukemia,10/957,0.489409622,0.724711613,0,0,1.047796365,0.74870862,UBE2H;GALNT2;F2R;EHBP1L1;HPCAL1;ITPR1;NBEAL2;GLRX;FURIN;BID
NANOG 16153702 ChIP-ChIP HESCs Human,11/1057,0.490128653,0.724711613,0,0,1.043501573,0.744107787,CLN3;ENTPD1;CITED2;ID2;APLP2;RANBP10;TRIP4;GSTT2;AK3;OAZ2;S100A11
TBX2 33478486 ChIP-Seq IMR90 Human Lung,24/2354,0.492465286,0.726602493,0,0,1.022434647,0.724222469,NMB;TBC1D9B;ANXA2;CITED2;IL10RA;TMEM120A;SH2D3C;HIP1R;DTX1;ABCB9;DHRS1;TEX2;LIME1;ICAM1;DUSP7;ACTG1;RNF125;RGS3;NPC2;SESN1;CD7;UNC119;PGLYRP1;MXD1
LYL1 30185409 ChIP-Seq K562 Mouse BoneMarrow Leukemia,10/960,0.493409131,0.726602493,0,0,1.04432133,0.73772589,UBE2H;GALNT2;F2R;EHBP1L1;HPCAL1;ITPR1;NBEAL2;GLRX;FURIN;BID
SMAD3 30307970 ChIP-Seq HCASMC Human CoronaryArtery,18/1759,0.49542734,0.72809767,0,0,1.025878774,0.720510133,UNC119B;TBC1D9B;TPI1;NARF;FAM89B;GALNT2;ITPK1;TENT5A;FOXO3;DUSP7;PINK1;IRAK2;ZYX;NCK2;RIN3;SNX9;S100A10;SNTB2
TP63 19390658 ChIP-ChIP HaCaT Human,2/167,0.499312696,0.730353893,0,0,1.202020202,0.834830358,CITED2;ID2
ESR1 20079471 ChIP-ChIP T-47D Human,2/167,0.499312696,0.730353893,0,0,1.202020202,0.834830358,ITPR1;ANXA6
GATA2 26923725 Chip-Seq HEMANGIOBLAST Mouse,Jan-69,0.500755522,0.730353893,0,0,1.458173219,1.008526954,HLTF
TP53 22127205 ChIP-Seq IMR90 Human,8/766,0.500986555,0.730353893,0,0,1.046723835,0.723470409,PODNL1;APAF1;SESN1;ABCB9;UBE2G2;PRDM1;DHRS1;LYST
TBX3 20139965 ChIP-Seq ESCs Mouse,8/767,0.502469317,0.730763103,0,0,1.045289855,0.719390118,RAP1B;PINK1;ID2;ORMDL3;RANBP10;PRDM1;LITAF;LZTFL1
SMAD2/3 21741376 ChIP-Seq EPCs Human,16/1567,0.503280374,0.730763103,0,0,1.023126735,0.702486859,DUSP5;ANXA2;CITED2;INPP1;GALNT2;ARHGAP18;PRDM1;DNAJC15;OAZ2;MAF;ID2;CHMP1B;SNX9;PLEKHO2;BID;ASB2
TBX3 20139965 ChIP-Seq MESCs Mouse,8/770,0.506909843,0.734563964,0,0,1.041010499,0.707285555,RAP1B;PINK1;ID2;ORMDL3;RANBP10;PRDM1;LITAF;LZTFL1
ESR2 21235772 ChIP-Seq MCF-7 Human,4/370,0.507931772,0.734578619,0,0,1.083640013,0.734066574,CROT;JAK2;CTSD;VAMP5
FOXP1 21924763 ChIP-Seq HESCs Human,33/3273,0.509167837,0.734591129,0,0,1.00998004,0.681713881,FAM89B;CITED2;NGLY1;AK3;PPM1J;ABCB9;PRDM1;CENPA;OAZ2;RCBTB2;CLN3;CHMP1B;ORMDL3;NMB;TPI1;GALNT2;SH2D3C;HPCAL1;TRIP4;UBE2G2;RHOC;MFSD10;VAMP8;DOK2;RNF125;ID2;EHBP1L1;RANBP10;S100A6;PXMP4;RAB19;S100A4;EIF4E2
MYCN 21190229 ChIP-Seq SHEP-21N Human,3/271,0.510865737,0.734591129,0,0,1.109856807,0.745433626,RAET1E;NGLY1;TEX2
PRDM14 20953172 ChIP-Seq ESCs Human,14/1374,0.510975923,0.734591129,0,0,1.02055661,0.685235189,IFNGR1;HIP1R;GIMAP4;UBE2G2;DNAJC15;LZTFL1;PRPF18;MAF;UNC119;CCR5;BID;VAMP5;SLAMF1;CCR2
P68 20966046 ChIP-Seq HELA Human,16/1576,0.512778001,0.735724958,0,0,1.016722408,0.679081375,DUSP5;SH2D3C;AK3;ABCB9;ASRGL1;PODNL1;MAF;CHMP1B;CCL5;ORMDL3;S100A6;PGLYRP1;JAK2;S100A11;SIPA1;S100A10
GTF3C2 35216376 ChIP-Seq H9 Human BoneMarrow Lymphoma,13/1277,0.514651575,0.736956694,0,0,1.019461179,0.677192543,HIP1;FURIN;ASRGL1;ICAM1;RNF125;EFHD2;PXMP4;RIN3;S100A4;JAK2;BID;ATF6;TMEM229B
PDX1 19855005 ChIP-ChIP MIN6 Mouse,5/476,0.518799243,0.737585665,0,0,1.052261963,0.690534587,TPI1;NARF;ID2;ORMDL3;RANBP10
THAP11 20581084 ChIP-Seq MESCs Mouse,6/577,0.519210048,0.737585665,0,0,1.04152599,0.682664836,DGAT1;SESN1;ORMDL3;ITPR1;TRIP4;PLD3
MYC 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma,42/4188,0.519840669,0.737585665,0,0,1.003663742,0.65662986,HIP1;WIPF1;CITED2;NGLY1;ITPR1;SLA;ARHGAP18;GSTT2;AK3;WDR45;FOXO3;CENPA;SNX2;RGS3;IRAK2;DDT;SESN1;ANXA6;ANO10;SNX9;OSTF1;BAK1;JAK2;BID;PRELID1;DGAT1;IFNGR1;TMEM120A;SH2D3C;HPCAL1;NBEAL2;UBE2G2;TENT5A;SDCBP2;LZTFL1;MFSD10;DUSP7;TPST2;ID2;NUCB1;PXMP4;MXD1
UBF1/2 26484160 Chip-Seq FIBROBLAST Human,16/1583,0.520137359,0.737585665,0,0,1.011792126,0.66137042,APAF1;IL10RA;TRAFD1;GLRX;DHRS1;FOXO3;HIF1A;RCBTB2;ACTG1;PRPF18;ORMDL3;EPSTI1;ANO10;ATF6;S100A10;CCR2
SOX2 19829295 ChIP-Seq ESCs Human,16/1584,0.521186565,0.737585665,0,0,1.011091393,0.658874886,DUSP5;L3MBTL3;HIP1;WIPF1;IFNGR1;ITPR1;PPM1J;PRDM1;SLA2;SNX20;RCBTB2;GLIPR1;PODNL1;RNF138;ATF6;CCR2
NANOG 19829295 ChIP-Seq ESCs Human,16/1584,0.521186565,0.737585665,0,0,1.011091393,0.658874886,DUSP5;L3MBTL3;HIP1;WIPF1;IFNGR1;ITPR1;PPM1J;PRDM1;SLA2;SNX20;RCBTB2;GLIPR1;PODNL1;RNF138;ATF6;CCR2
CNOT3 19339689 ChIP-ChIP MESCs Mouse,11/1083,0.522956193,0.738650188,0,0,1.016781173,0.659136101,DGAT1;APLP2;ORMDL3;UNC119;SNX9;TAPBPL;UBE2G2;ARPC5;VAMP5;ACTG1;SNTB2
GATA3 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma,8/782,0.524547379,0.73909731,0,0,1.024224806,0.660849842,RGS3;ID2;ORMDL3;GLRX;CROT;DHRS1;FOXO3;ATF6
ESR1 15608294 ChIP-ChIP MCF-7 Human,Jan-74,0.525308832,0.73909731,0,0,1.357954154,0.874208704,CTSD
MYC 20876797 ChIP-ChIP MEDULLOBLASTOMA Human,11/1086,0.526706025,0.739629737,0,0,1.013781223,0.649948031,GLIPR1;SH3BGRL;RNF125;IRAK2;GALNT2;ID2;NCK2;TRAFD1;ARHGAP18;SIPA1;PNRC2
BCAT 22108803 ChIP-Seq LS180 Human,5/482,0.529925307,0.741278881,0,0,1.038703435,0.659596638,MAF;SESN1;CD226;OSTF1;DNAJC15
CBP 21632823 ChIP-Seq H3396 Human,16/1593,0.530603772,0.741278881,0,0,1.004824791,0.63679739,DUSP5;ENTPD1;APLP2;DTX1;ABCB9;VPS37B;HIF1A;SORL1;ASRGL1;RCBTB2;SYTL2;RAP1B;PRPF18;CASP4;CTSD;KLRG1
PCGF4 22325352 ChIP-Seq 293T-Rex Human,16/1594,0.531647158,0.741278881,0,0,1.004132915,0.634386319,KDM4A;CSF1;GALNT2;HPCAL1;LYST;PNRC2;HSD11B1;PINK1;ID2;S100A6;NCK2;EFHD2;ANO10;GBP2;ATF6;S100A10
JARID1A 20064375 ChIP-Seq MESCs Mouse,17/1695,0.531964596,0.741278881,0,0,1.003256544,0.6332338,CTSA;NMB;PRELID1;TBC1D9B;SH2D3C;TRIP4;DTX1;UBE2G2;WDR45;SNX20;PLD3;NPC2;CHMP1B;RANBP10;EIF4E2;ATF6;CTSD
CTBP2 25329375 ChIP-Seq LNCAP Human,8/790,0.536184892,0.74489951,0,0,1.013320546,0.631578608,NPC2;GALNT2;HLTF;ANO10;TRAFD1;GZMB;HIF1A;SORL1
GATA3 21867929 ChIP-Seq CD8 Mouse,14/1397,0.536614936,0.74489951,0,0,1.00233247,0.62392641,CTSA;APLP2;TRAFD1;FOXO3;DNAJC15;LYST;SDCBP2;MFSD10;DUSP7;GLIPR1;PODNL1;CCL5;EHBP1L1;PMVK
RCOR1 19997604 ChIP-ChIP NEURONS Mouse,11/1095,0.537900989,0.745227903,0,0,1.004881001,0.623107386,SESN1;GPR171;NGLY1;CASP1;RIN3;FURIN;CROT;WDR45;HIF1A;SLAMF1;ACTG1
ELK1 19687146 ChIP-ChIP HELA Human,7/691,0.539886436,0.745227903,0,0,1.013635124,0.624801108,DUSP5;GLIPR1;PRPF18;CASP4;VPS37B;LZTFL1;SYTL2
TET1 21451524 ChIP-Seq MESCs Mouse,14/1400,0.53993096,0.745227903,0,0,1,0.616313999,CTSA;PRELID1;GMFG;HIP1R;GSTT2;SLA2;LIME1;SDCBP2;MFSD10;RNF125;IRAK2;EHBP1L1;PMVK;VAMP5
WDR5 24793694 ChIP-Seq LNCAP Human,6/592,0.544376578,0.749938132,0,0,1.0140741,0.616672691,HIP1;NGLY1;HPCAL1;DNAJC15;ASRGL1;SIPA1
STAT5A 28732065 ChIP-Seq J2E Mouse Blood,Jan-79,0.548660324,0.754407946,0,0,1.270583688,0.762700571,NUCB1
SMAD2/3 21741376 ChIP-Seq ESCs Human,16/1612,0.550316348,0.755254573,0,0,0.991827395,0.592380801,DGAT1;NBEAL2;UBE2G2;OAZ2;ICAM1;MFSD10;PNRC2;PODNL1;NPC2;ORMDL3;PMVK;PLEKHO2;PGLYRP1;BID;S100A11;SIPA1
SREBP2 21459322 ChIP-Seq LIVER Mouse,8/801,0.552011705,0.755474854,0,0,0.998686423,0.59340552,VAMP8;UBE2H;PSTPIP1;RAET1E;RGS3;FAM89B;GMFG;SIPA1
EST1 17652178 ChIP-ChIP JURKAT Human,6/597,0.552639233,0.755474854,0,0,1.005233136,0.596153382,SESN1;ORMDL3;RANBP10;ITPR1;NUCB1;ATF6
FOXA1 26457646 ChIP-Seq LHSAR Human ProstateCancer,20/2020,0.553598653,0.755474854,0,0,0.988888889,0.584745137,APAF1;CITED2;APLP2;ABCB9;PRDM1;FOXO3;HIF1A;SDCBP2;LZTFL1;PNRC2;CLN3;RAET1E;PRPF18;RGS3;ORMDL3;SELENOP;PMVK;CASP4;MXD1;ATF6
FOXA1 27270436 ChIP-Seq LNCaP Human Prostate Carcinoma,18/1822,0.557789127,0.759363348,0,0,0.986598767,0.575951002,CITED2;IFNGR1;PRDM1;LYST;SDCBP2;LZTFL1;RCBTB2;TMEM154;RNF125;RAET1E;RGS3;RNF138;GPR171;SELENOP;RANBP10;SIDT1;MXD1;ATF6
FOXA1 26743006 Chip-Seq LNCaP-abl Human,16/1620,0.558539983,0.759363348,0,0,0.986446926,0.574535369,GBP7;GALNT2;SLC2A3;FURIN;LZTFL1;RNF138;ID2;SESN1;PMVK;CASP4;RANBP10;MXD1;ATF6;CTSD;S100A11;SNTB2
ZFP42 18358816 ChIP-ChIP MESCs Mouse,10/1013,0.562549614,0.7630923,0,0,0.986356719,0.567427295,NPC2;EFHD2;NUCB1;GSTT2;PPM1J;PRDM1;DNAJC15;ACTG1;PNRC2;SNTB2
AUTS2 25519132 ChIP-Seq 293T-REX Human,8/809,0.563384949,0.7630923,0,0,0.98829588,0.567076407,SNX2;CCL5;PMVK;ANXA6;CD226;FURIN;HIF1A;GIMAP7
MYC 19030024 ChIP-ChIP MESCs Mouse,28/2842,0.565132408,0.764033759,0,0,0.982644915,0.56079076,UNC119B;CITED2;ITPR1;GSTT2;SLC2A3;PRDM1;HIF1A;CENPA;ICAM1;ACTG1;CLN3;RNF138;CHMP1B;BID;CTSD;CDK5RAP3;NMB;PRELID1;TPI1;UBE2G2;ASRGL1;DUSP7;PNRC2;DOK2;RNF125;ID2;EIF4E2;SNTB2
TBP 23326641 ChIP-Seq C3H10T1-2 Mouse,6/607,0.568959935,0.767741006,0,0,0.987992521,0.557173699,L3MBTL3;CITED2;ORMDL3;EHBP1L1;UBE2G2;ARPC5
MBD3 35695185 ChIP-Seq nicBasalRootGanglia Mouse Embryo,36/3656,0.569989534,0.767741006,0,0,0.981134618,0.551532344,L3MBTL3;WIPF1;INPP1;NGLY1;AK3;ABRACL;SLC2A3;FOXO3;LITAF;OAZ2;RCBTB2;RGS3;RNF138;SNX9;OSTF1;JAK2;DUSP5;IFNGR1;ITPK1;HPCAL1;TRAFD1;TENT5A;VPS37B;RHOC;TEX2;DNAJC15;SYTL2;PINK1;RNF125;LPCAT4;RANBP10;ZYX;UNC119;RIN3;TMEM229B;SNTB2
GBX2 23144817 ChIP-Seq PC3 Human,2/191,0.571606281,0.767855781,0,0,1.048100048,0.586207434,HIF1A;SLAMF1
CBX2 27304074 Chip-Seq ESCs Mouse,6/609,0.572190051,0.767855781,0,0,0.984613017,0.549693778,GLIPR1;MAF;APAF1;CITED2;ID2;CASP1
SIN3A 21632747 ChIP-Seq MESCs Mouse,9/923,0.57875698,0.775235364,0,0,0.973650143,0.532462598,LPCAT4;HLTF;RANBP10;ITPR1;GSTT2;GLRX;LYST;LZTFL1;ICAM1
CTNNB1 20460455 ChIP-Seq HCT116 Human,8/824,0.584371736,0.781314697,0,0,0.969362745,0.52075908,DUSP5;UBE2H;ANXA2;IRAK2;IL2RB;ITPR1;SLA2;PNRC2
CEBPD 23245923 ChIP-Seq MEFs Mouse,4/413,0.594796885,0.793791432,0,0,0.967566489,0.502684947,KDM4A;PRPF18;MAF;CITED2
TFAP2A 35110662 ChIP-Seq HEPM Human Embryo,11/1144,0.597133066,0.795446983,0,0,0.958904813,0.494425993,CTSA;APLP2;ANXA6;ZYX;S100A6;EFHD2;TENT5A;JAK2;RHOC;ASB2;S100A11
ELF1 17652178 ChIP-ChIP JURKAT Human,Jan-92,0.604161714,0.803335905,0,0,1.088353857,0.54843607,DOK2
CEBPB 22108803 ChIP-Seq LS180 Human,15/1565,0.606593247,0.80509451,0,0,0.954664342,0.477233665,DUSP5;HIP1;ANXA2;APAF1;PRDM1;GIMAP5;SNX20;PODNL1;MAF;IRAK2;CHMP1B;ORMDL3;ANO10;PLEKHO2;SLAMF1
CUX1 19635798 ChIP-ChIP MULTIPLE CANCER TYPES Human,16/1669,0.607716492,0.805113455,0,0,0.954627949,0.475449397,DUSP5;ARHGAP18;AK3;SLC2A3;GLRX;FURIN;ABCB9;SYTL2;RAP1B;DDT;S100A6;CD226;ATF6;VAMP5;SLAMF1;SNTB2
TAL1 22897851 ChIP-Seq JUKARTE6-1 Human,15/1569,0.610624069,0.807491939,0,0,0.95199833,0.469595815,TBC1D9B;IFNGR1;HIP1R;SLA;GIMAP4;GIMAP7;LZTFL1;ICAM1;DOK2;UNC119;BID;ATF6;MYO1F;SLAMF1;CCR2
ZNF652 21678463 ChIP-ChIP ZR75-1 Human,Jan-94,0.612075286,0.807939378,0,0,1.064840331,0.522730105,GIMAP5
NCOR 22424771 ChIP-Seq 293T Human,15/1572,0.613635325,0.808528577,0,0,0.950007811,0.463940552,ANXA2;IL10RA;ITPK1;FURIN;DNAJC15;HIF1A;GIMAP7;SYTL2;RNF125;SPATA13;S100A6;UNC119;RIN3;OSTF1;S100A11
GATA6 21074721 ChIP-Seq CACO-2 Mouse,15/1575,0.616636263,0.809481985,0,0,0.948024948,0.458347266,KDM4A;GBP7;CSF1;ARPC5;PNRC2;HSD11B1;PINK1;PMVK;S100A6;EFHD2;GBP2;ATF6;S100A11;S100A10;SLAMF1
ZFP57 27257070 Chip-Seq ESCs Mouse,7/744,0.618370731,0.809481985,0,0,0.938133168,0.450929762,L3MBTL3;SNX2;ANXA2;CITED2;LITAF;SORL1;ASRGL1
RUNX1 27457419 Chip-Seq LIVER Mouse,14/1475,0.620019246,0.809481985,0,0,0.944801395,0.451619564,WIPF1;INPP1;SH2D3C;ARPC5;SLA2;SDCBP2;HSD11B1;PRPF18;LPCAT4;NCK2;CIR1;EIF4E2;ATF6;SLAMF1
TCF4 22108803 ChIP-Seq LS180 Human,15/1579,0.620621235,0.809481985,0,0,0.945392963,0.45098488,HIP1;CSF1;APAF1;CITED2;TRAFD1;PRDM1;DNAJC15;LYST;GIMAP7;SDCBP2;MAF;SESN1;CD226;BID;CTSD
TBL1 22424771 ChIP-Seq 293T Human,15/1579,0.620621235,0.809481985,0,0,0.945392963,0.45098488,DUSP5;KDM4A;CSF1;APAF1;GALNT2;LYST;SORL1;PNRC2;PINK1;PRPF18;PMVK;EFHD2;ATF6;S100A10;SLAMF1
PPARG 23326641 ChIP-Seq C3H10T1-2 Mouse,5/534,0.621048851,0.809481985,0,0,0.934079783,0.444944734,PINK1;CITED2;IRAK2;SESN1;TEX2
SIN3B 21632747 ChIP-Seq MESCs Mouse,32/3329,0.62658275,0.814534641,0,0,0.953420859,0.445699873,CITED2;GMFG;ITPR1;GSTT2;DTX1;GIMAP5;ICAM1;ACTG1;RAP1B;DDT;ORMDL3;EPSTI1;ANXA6;JAK2;CTSD;CDK5RAP3;CTSA;DUSP5;KDM4A;NMB;GALNT2;ASRGL1;LZTFL1;DUSP7;TMEM154;RNF125;PRPF18;ID2;SPATA13;RANBP10;ZYX;RIN3
OLIG2 26023283 ChIP-Seq AINV15 Mouse,15/1588,0.629517906,0.814534641,0,0,0.93951994,0.43481075,L3MBTL3;CSF1;INPP1;ITPK1;GLRX;UBE2G2;MFSD10;DUSP7;TPST2;SH3BGRL;PINK1;PRPF18;ID2;SESN1;ASB2
TRP63 18441228 ChIP-ChIP KERATINOCYTES Mouse,Jan-99,0.631177249,0.814534641,0,0,1.010255358,0.464887747,CENPA
POU5F1 16153702 ChIP-ChIP HESCs Human,4/433,0.631992632,0.814534641,0,0,0.921507064,0.422858897,ENTPD1;ID2;TRIP4;ARPC5
TAL1 26923725 Chip-Seq HEMANGIOBLAST Mouse,10/1070,0.632396731,0.814534641,0,0,0.930486594,0.426384635,KDM4A;TBC1D9B;PRPF18;ITGB3;NGLY1;ITPR1;ARHGAP18;GIMAP5;TEX2;MYO1F
ELF5 23300383 ChIP-Seq T47D Human,8/860,0.632725757,0.814534641,0,0,0.926643192,0.424141449,DUSP5;CSF1;TRIP4;VPS37B;RHOC;DHRS1;LITAF;CTSD
KLF5 20875108 ChIP-Seq MESCs Mouse,15/1593,0.634417934,0.814534641,0,0,0.936286096,0.426054498,IFNGR1;IL10RA;HPCAL1;TRAFD1;DTX1;CENPA;SORL1;RCBTB2;TMEM154;ACTG1;PODNL1;CHMP1B;CCL5;ANXA6;TMEM229B
NFYB 21822215 ChIP-Seq K562 Human,15/1594,0.635394223,0.814534641,0,0,0.935641785,0.424322577,KDM4A;CSF1;GALNT2;LYST;SYTL2;PNRC2;RAP1B;PINK1;PRPF18;SPATA13;PMVK;S100A6;EFHD2;GBP2;ATF6
RUNX1 22897851 ChIP-Seq JUKARTE6-1 Human,15/1594,0.635394223,0.814534641,0,0,0.935641785,0.424322577,DUSP5;UBE2H;IFNGR1;ITPK1;ITPR1;SLA;GIMAP4;SDCBP2;LZTFL1;DOK2;IRAK2;UNC119;PLEKHO2;MYO1F;SLAMF1
SMAD4 21741376 ChIP-Seq ESCs Human,15/1595,0.636369263,0.814534641,0,0,0.934998289,0.42259705,APAF1;IFNGR1;TMEM120A;AK3;ICAM1;RAET1E;CHMP1B;GPR171;EPSTI1;SIDT1;S100A6;PLEKHO2;JAK2;BID;SIPA1
CTCF 18555785 Chip-Seq ESCs Mouse,14/1492,0.637266772,0.814534641,0,0,0.933068517,0.420409805,CSF1;WIPF1;INPP1;ARPC5;SLA2;TMEM154;HSD11B1;PRPF18;LPCAT4;NCK2;EIF4E2;ATF6;S100A10;SLAMF1
P53 22127205 ChIP-Seq FIBROBLAST Human,5/545,0.638947527,0.814693903,0,0,0.914529915,0.409648079,PRPF18;MAF;HIP1R;PLEKHO2;PRDM1
TBX2 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma,23/2425,0.639635709,0.814693903,0,0,0.941197778,0.420580316,DUSP5;NARF;DGAT1;CITED2;GALNT2;TMEM120A;ITGB3;SH2D3C;RHOC;TEX2;OAZ2;ACTG1;RNF138;ID2;SESN1;ORMDL3;PMVK;RANBP10;S100A4;JAK2;IL12RB1;ATF6;CDK5RAP3
GATA4 25053715 ChIP-Seq YYC3 Human,15/1602,0.643159211,0.817747087,0,0,0.930516528,0.410695547,UBE2H;NARF;ANXA2;DGAT1;INPP1;WDR45;FOXO3;RAET1E;RGS3;IRAK2;CHMP1B;VAMP5;S100A11;S100A10;TMEM229B
TCF3 18692474 ChIP-Seq MESCs Mouse,9/976,0.645762875,0.818216665,0,0,0.917703049,0.401332566,RAP1B;UBE2H;CITED2;ITGB3;ITPK1;SIDT1;ITPR1;OSTF1;SDCBP2
VDR 22108803 ChIP-Seq LS180 Human,1/103,0.645782574,0.818216665,0,0,0.970440437,0.424366232,MAF
TCF3 18467660 ChIP-ChIP MESCs Mouse,9/982,0.652971974,0.824738571,0,0,0.911753469,0.388608538,DOK2;CSF1;RNF138;ITPK1;BAK1;MXD1;HIF1A;LIME1;SNTB2
NACC1 18358816 ChIP-ChIP MESCs Mouse,5/554,0.653202036,0.824738571,0,0,0.899117276,0.382905996,CITED2;CCL5;ITPK1;SLC2A3;OAZ2
TBX2 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma,8/878,0.655724268,0.826485796,0,0,0.906609195,0.382602591,DGAT1;GALNT2;ID2;SESN1;ITPK1;CROT;ATF6;SORL1
YY1 21170310 ChIP-Seq MESCs Mouse,3/337,0.658046941,0.827975873,0,0,0.887534576,0.371414592,NARF;ITPR1;BAK1
ISL1 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma,7/776,0.662093375,0.829881402,0,0,0.897585856,0.370118346,IFNGR1;ID2;CASP4;GLRX;CROT;LITAF;SORL1
RUNX1 27514584 ChIP-Seq MCF-7 Human BreastCancer,13/1413,0.662828966,0.829881402,0,0,0.913674561,0.375737966,CTSA;HIP1;NARF;ITPR1;TRIP4;RHOC;PRPF18;RGS3;NPC2;CHMP1B;ANXA6;S100A11;S100A10
FOXM1 23109430 ChIP-Seq U2OS Human,2/226,0.662990652,0.829881402,0,0,0.882756133,0.362807817,KDM4A;CENPA
RNF2 27304074 Chip-Seq NSC Mouse,7/782,0.669949077,0.83574064,0,0,0.890356009,0.356635282,MAF;ANXA2;APAF1;CITED2;SLC2A3;SNX20;SORL1
SPI1 20176806 ChIP-Seq THIOMACROPHAGE Mouse,11/1209,0.669973901,0.83574064,0,0,0.903719603,0.361954631,UNC119B;WIPF1;GMFG;PMVK;CASP4;CD7;CASP1;FOXO3;LITAF;LIME1;MFSD10
SREBP1 19666523 ChIP-Seq LIVER Mouse,5/567,0.673157159,0.83827118,0,0,0.87772607,0.347383313,PGLYRP2;SH2D3C;ITPR1;TEX2;KLRG1
SUZ12 20075857 ChIP-Seq MESCs Mouse,34/3611,0.679785369,0.845075648,0,0,0.928930146,0.358546752,L3MBTL3;PGLYRP2;HIP1;CSF1;WIPF1;INPP1;ITGB3;DTX1;FURIN;PPM1J;ABCB9;GIMAP5;FOXO3;LYST;PODNL1;SESN1;EFHD2;ANO10;JAK2;DUSP5;DGAT1;GALNT2;IL10RA;HPCAL1;HIP1R;TRAFD1;DUSP7;MAF;ID2;ZYX;SIDT1;RIN3;VAMP5;TMEM229B
FOXA1 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human,4/462,0.681919932,0.846280121,0,0,0.861866144,0.329959446,ENTPD1;HIP1;SPATA13;SORL1
STAT3 29892750 ChIP-Seq EML Mouse BoneMarrow,3/358,0.697654147,0.864230064,0,0,0.834131694,0.300313927,PRPF18;NUCB1;RAB19
FOXA1 27270436 ChIP-Seq VCaP Human Prostate Carcinoma,31/3331,0.698764528,0.864230064,0,0,0.917159763,0.328748087,HIP1;CITED2;ITPR1;AK3;PRDM1;GIMAP5;FOXO3;HIF1A;LYST;CENPA;RCBTB2;RAP1B;RGS3;RNF138;SESN1;ORMDL3;S100A10;UBE2H;DGAT1;HIP1R;UBE2G2;LZTFL1;PNRC2;RNF125;RAET1E;ID2;SPATA13;SELENOP;EHBP1L1;MXD1;ATF6
GATA1 30185409 ChIP-Seq K562 Mouse BoneMarrow Leukemia,7/810,0.705110856,0.870596057,0,0,0.858045284,0.299801234,UBE2H;GALNT2;F2R;EHBP1L1;HPCAL1;ITPR1;FURIN
